District Code,DistrictName,School Code,SchoolName,grade span (Oct16),Highest Grade (Oct16),School Category in 2016-17,Students - 10/1/2016,Students In Poverty,Poverty - 10/1/2016,Eligibility as Challenging School for School Year 2017-18
34003,North Thurston,3539,Lakes Elementary School,PK-6,6,Elementary,616,235,38.15%,Not eligible - Poverty below threshold
34003,North Thurston,3262,Lydia Hawk Elementary,K-5,5,Elementary,437,315,72.08%,Challenging School
34003,North Thurston,4255,Meadows Elementary,PK-5,5,Elementary,669,218,32.59%,Not eligible - Poverty below threshold
34003,North Thurston,3130,Mountain View Elementary,PK-6,6,Elementary,692,368,53.18%,Not eligible - Poverty below threshold
34003,North Thurston,3611,Nisqually Middle School,6-8,8,Middle,809,378,46.72%,Not eligible - Poverty below threshold
34003,North Thurston,3010,North Thurston High School,9-12,12,High,"1,433",551,38.45%,Not eligible - Poverty below threshold
34003,North Thurston,3709,Olympic View Elementary,PK-5,5,Elementary,510,224,43.92%,Not eligible - Poverty below threshold
34003,North Thurston,4271,Pleasant Glade Elementary,PK-5,5,Elementary,366,238,65.03%,Not eligible - Poverty below threshold
34003,North Thurston,4427,River Ridge High School,9-12,12,High,"1,259",557,44.24%,Not eligible - Poverty below threshold
34003,North Thurston,5452,Salish Middle School,6-8,8,Middle,677,296,43.72%,Not eligible - Poverty below threshold
34003,North Thurston,4368,Seven Oaks Elementary,PK-5,5,Elementary,500,249,49.80%,Not eligible - Poverty below threshold
34003,North Thurston,2754,South Bay Elementary,PK-5,5,Elementary,751,247,32.89%,Not eligible - Poverty below threshold
34003,North Thurston,4314,South Sound High School,9-12,12,High,169,110,65.09%,Challenging School
34003,North Thurston,3710,Timberline High School,9-12,12,High,"1,658",638,38.48%,Not eligible - Poverty below threshold
34003,North Thurston,8407,Wa He Lut Indian School,K-8,8,Middle,93,38,40.86%,Not eligible - Poverty below threshold
34003,North Thurston,4122,Woodland Elementary,K-6,6,Elementary,494,169,34.21%,Not eligible - Poverty below threshold
33211,Northport,2062,Northport Elementary School,K-8,8,Middle,111,84,75.68%,Challenging School
33211,Northport,2958,Northport High School,9-12,12,High,64,44,68.75%,Challenging School
33211,Northport,5252,Northport Homelink Program,K-12,12,High,59,32,54.24%,Challenging School
17417,Northshore,3107,Arrowhead Elementary,K-6,6,Elementary,427,58,13.58%,Not eligible - Poverty below threshold
17417,Northshore,4305,Bear Creek Elementary,PK-6,6,Elementary,446,23,5.16%,Not eligible - Poverty below threshold
17417,Northshore,3106,Bothell High School,10-12,12,High,"1,714",318,18.55%,Not eligible - Poverty below threshold
17417,Northshore,2493,C O Sorenson,PK-PK,PK,Elementary,137,15,10.95%,Not eligible - Poverty below threshold
17417,Northshore,4017,Canyon Creek Elementary,K-6,6,Elementary,770,120,15.58%,Not eligible - Poverty below threshold
17417,Northshore,3493,Canyon Park Jr High,7-9,9,Middle,804,156,19.40%,Not eligible - Poverty below threshold
17417,Northshore,3234,Cottage Lake Elementary,PK-6,6,Elementary,365,51,13.97%,Not eligible - Poverty below threshold
17417,Northshore,3105,Crystal Springs Elementary,PK-6,6,Elementary,622,133,21.38%,Not eligible - Poverty below threshold
17417,Northshore,4379,East Ridge Elementary,K-6,6,Elementary,327,13,3.98%,Not eligible - Poverty below threshold
17417,Northshore,4306,Fernwood Elementary,K-6,6,Elementary,942,70,7.43%,Not eligible - Poverty below threshold
17417,Northshore,4355,Frank Love Elementary,PK-6,6,Elementary,658,129,19.60%,Not eligible - Poverty below threshold
17417,Northshore,4124,Hollywood Hill Elementary,K-6,6,Elementary,368,35,9.51%,Not eligible - Poverty below threshold
17417,Northshore,3492,Inglemoor HS,10-12,12,High,"1,381",219,15.86%,Not eligible - Poverty below threshold
17417,Northshore,2993,Kenmore Elementary,K-6,6,Elementary,560,194,34.64%,Not eligible - Poverty below threshold
17417,Northshore,3345,Kenmore Junior High,7-9,9,Middle,620,116,18.71%,Not eligible - Poverty below threshold
17417,Northshore,4455,Kokanee Elementary,K-6,6,Elementary,759,67,8.83%,Not eligible - Poverty below threshold
17417,Northshore,3790,Leota Jr High,7-9,9,Middle,846,111,13.12%,Not eligible - Poverty below threshold
17417,Northshore,3390,Lockwood Elementary,K-6,6,Elementary,636,48,7.55%,Not eligible - Poverty below threshold
17417,Northshore,3344,Maywood Hills Elementary,K-6,6,Elementary,689,140,20.32%,Not eligible - Poverty below threshold
17417,Northshore,3442,Moorlands Elementary,PK-6,6,Elementary,792,66,8.33%,Not eligible - Poverty below threshold
17417,Northshore,4021,Northshore Jr High,7-9,9,Middle,734,110,14.99%,Not eligible - Poverty below threshold
17417,Northshore,1814,Northshore Networks,K-12,12,High,149,5,3.36%,Not eligible - Poverty below threshold
17417,Northshore,5331,Northshore Online School,11-12,12,High,16,0,0.00%,Not eligible - Poverty below threshold
17417,Northshore,5453,Northshore Primary Center,K-K,K,Elementary,134,0,0.00%,Not eligible - Poverty below threshold
17417,Northshore,1815,Northshore Special Services,PK-12,12,High,167,1,0.60%,Not eligible - Poverty below threshold
17417,Northshore,3811,Secondary Academy for Success,7-12,12,High,130,49,37.69%,Not eligible - Poverty below threshold
17417,Northshore,3679,Shelton View Elementary,PK-6,6,Elementary,530,60,11.32%,Not eligible - Poverty below threshold
17417,Northshore,4371,Skyview Jr High,7-9,9,Middle,"1,028",176,17.12%,Not eligible - Poverty below threshold
17417,Northshore,4187,Sunrise Elementary,K-6,6,Elementary,418,10,2.39%,Not eligible - Poverty below threshold
17417,Northshore,4516,Timbercrest Junior High,7-9,9,Middle,747,57,7.63%,Not eligible - Poverty below threshold
17417,Northshore,4069,Wellington Elementary,K-6,6,Elementary,527,40,7.59%,Not eligible - Poverty below threshold
17417,Northshore,3287,Westhill Elementary,PK-6,6,Elementary,495,96,19.39%,Not eligible - Poverty below threshold
17417,Northshore,3749,Woodin Elementary,PK-6,6,Elementary,613,183,29.85%,Not eligible - Poverty below threshold
17417,Northshore,3396,Woodinville Community Center,10-12,12,High,10,1,10.00%,Challenging School2
17417,Northshore,4208,Woodinville HS,10-12,12,High,"1,446",126,8.71%,Not eligible - Poverty below threshold
17417,Northshore,4377,Woodmoor Elementary,K-6,6,Elementary,818,217,26.53%,Not eligible - Poverty below threshold
15201,Oak Harbor,3477,Broadview Elementary,K-5,5,Elementary,533,200,37.52%,Not eligible - Poverty below threshold
15201,Oak Harbor,3377,Crescent Harbor Elem,K-5,5,Elementary,587,302,51.45%,Not eligible - Poverty below threshold
15201,Oak Harbor,4328,Hillcrest Elementary,K-5,5,Elementary,566,167,29.51%,Not eligible - Poverty below threshold
15201,Oak Harbor,1758,Homeconnection,K-12,12,High,293,50,17.06%,Not eligible - Poverty below threshold
15201,Oak Harbor,5343,iGrad Academy,9-12,12,High,8,3,37.50%,Not eligible - Poverty below threshold
15201,Oak Harbor,3939,North Whidbey Middle School,6-8,8,Middle,532,264,49.62%,Not eligible - Poverty below threshold
15201,Oak Harbor,2696,Oak Harbor Elementary,K-5,5,Elementary,568,210,36.97%,Not eligible - Poverty below threshold
15201,Oak Harbor,2974,Oak Harbor High School,9-12,12,High,"1,609",590,36.67%,Not eligible - Poverty below threshold
15201,Oak Harbor,3274,Oak Harbor Middle School,6-8,8,Middle,575,209,36.35%,Not eligible - Poverty below threshold
15201,Oak Harbor,3566,Olympic View Elem,K-5,5,Elementary,532,287,53.95%,Not eligible - Poverty below threshold
15201,Oak Harbor,3662,Special Education,PK-PK,PK,Elementary,119,40,33.61%,Not eligible - Poverty below threshold
38324,Oakesdale,3205,Oakesdale Elementary School,PK-8,8,Middle,71,24,33.80%,Not eligible - Poverty below threshold
38324,Oakesdale,2432,Oakesdale High School,9-12,12,High,40,17,42.50%,Not eligible - Poverty below threshold
14400,Oakville,2922,Oakville Elementary,PK-6,6,Elementary,112,56,50.00%,Not eligible - Poverty below threshold
14400,Oakville,2283,Oakville High School,7-12,12,High,110,64,58.18%,Challenging School
25101,Ocean Beach,2517,Hilltop School,5-8,8,Middle,308,207,67.21%,Challenging School
25101,Ocean Beach,4220,Ilwaco High School,9-12,12,High,269,155,57.62%,Challenging School
25101,Ocean Beach,3531,Long Beach Elementary School,K-4,4,Elementary,254,162,63.78%,Not eligible - Poverty below threshold
25101,Ocean Beach,5454,Ocean Beach Alternative School,6-12,12,High,11,8,72.73%,Not eligible - Less than 30 students
25101,Ocean Beach,5179,Ocean Beach Early Childhood Center,PK-PK,PK,Elementary,16,3,18.75%,Not eligible - Poverty below threshold
25101,Ocean Beach,4039,Ocean Park Elementary,K-4,4,Elementary,176,132,75.00%,Challenging School
14172,Ocosta,3025,Ocosta Elementary School,PK-6,6,Elementary,325,248,76.31%,Challenging School
14172,Ocosta,3024,Ocosta Junior - Senior High,7-12,12,High,297,194,65.32%,Challenging School
22105,Odessa,2443,Odessa High School,7-12,12,High,111,37,33.33%,Not eligible - Poverty below threshold
22105,Odessa,2769,P C Jantz Elementary,PK-6,6,Elementary,124,75,60.48%,Not eligible - Poverty below threshold
34974,Ofc of the Governor,3799,Washington State School for the Blind,6-12,12,High,43,23,53.49%,Challenging School2
34975,Ofc of the Governor,4246,Washington State School for the Deaf,PK-12,12,High,92,72,78.26%,Challenging School2
24105,Okanogan,2539,Grainger Elementary,PK-5,5,Elementary,480,305,63.54%,Not eligible - Poverty below threshold
24105,Okanogan,1980,Okanogan Alternative High School,11-12,12,High,14,8,57.14%,Not eligible - Less than 30 students
24105,Okanogan,3193,Okanogan Co Juvenile Detention,8-12,12,High,13,1,7.69%,Challenging School2
24105,Okanogan,2246,Okanogan High School,9-12,12,High,287,129,44.95%,Not eligible - Poverty below threshold
24105,Okanogan,2245,Okanogan Middle School,6-8,8,Middle,260,144,55.38%,Not eligible - Poverty below threshold
24105,Okanogan,5151,Okanogan Outreach Alternative School,6-12,12,High,77,52,67.53%,Challenging School
34111,Olympia,1768,Avanti High School,9-12,12,High,159,55,34.59%,Not eligible - Poverty below threshold
34111,Olympia,2487,Boston Harbor Elementary,PK-5,5,Elementary,152,28,18.42%,Not eligible - Poverty below threshold
34111,Olympia,3960,Capital High School,9-12,12,High,"1,410",425,30.14%,Not eligible - Poverty below threshold
34111,Olympia,4367,Centennial Elementary Olympia,K-5,5,Elementary,525,78,14.86%,Not eligible - Poverty below threshold
34111,Olympia,2448,Garfield Elementary School,K-5,5,Elementary,416,247,59.38%,Not eligible - Poverty below threshold
34111,Olympia,3133,Jefferson Middle School,6-8,8,Middle,431,188,43.62%,Not eligible - Poverty below threshold
34111,Olympia,4472,Julia Butler Hansen Elementary,PK-5,5,Elementary,460,225,48.91%,Not eligible - Poverty below threshold
34111,Olympia,3540,Leland P Brown Elementary,PK-5,5,Elementary,338,189,55.92%,Not eligible - Poverty below threshold
34111,Olympia,2342,Lincoln Elementary School,K-5,5,Elementary,281,72,25.62%,Not eligible - Poverty below threshold
34111,Olympia,3066,Madison Elementary School,PK-5,5,Elementary,246,110,44.72%,Not eligible - Poverty below threshold
34111,Olympia,4458,McKenny Elementary,PK-5,5,Elementary,369,119,32.25%,Not eligible - Poverty below threshold
34111,Olympia,2621,McLane Elementary School,PK-5,5,Elementary,333,126,37.84%,Not eligible - Poverty below threshold
34111,Olympia,3132,Olympia High School,9-12,12,High,"1,828",339,18.54%,Not eligible - Poverty below threshold
34111,Olympia,5078,Olympia Regional Learning Academy,K-12,12,High,481,131,27.23%,Not eligible - Poverty below threshold
34111,Olympia,5248,Olympia Regional Learning Academy - Montessori School,K-8,8,Middle,206,38,18.45%,Not eligible - Poverty below threshold
34111,Olympia,3697,Pioneer Elementary School,PK-5,5,Elementary,513,96,18.71%,Not eligible - Poverty below threshold
34111,Olympia,3696,Reeves Middle School,6-8,8,Middle,428,141,32.94%,Not eligible - Poverty below threshold
34111,Olympia,2778,Roosevelt Elementary School,K-5,5,Elementary,417,177,42.45%,Not eligible - Poverty below threshold
34111,Olympia,4473,Thurgood Marshall Middle School,6-8,8,Middle,375,152,40.53%,Not eligible - Poverty below threshold
34111,Olympia,5259,Touchstone,10-12,12,High,4,2,50.00%,Challenging School2
34111,Olympia,3711,Washington Middle School,6-8,8,Middle,822,145,17.64%,Not eligible - Poverty below threshold
24019,Omak,3051,E Omak Elementary,3-5,5,Elementary,363,209,57.58%,Not eligible - Poverty below threshold
24019,Omak,4279,Highlands High School,9-12,12,High,14,8,57.14%,Not eligible - Less than 30 students
24019,Omak,2999,N Omak Elementary,PK-2,2,Elementary,459,297,64.71%,Not eligible - Poverty below threshold
24019,Omak,2031,Omak High School,9-12,12,High,419,176,42.00%,Not eligible - Poverty below threshold
24019,Omak,4237,Omak Middle School,6-8,8,Middle,295,149,50.51%,Not eligible - Poverty below threshold
24019,Omak,4278,Paschal Sherman,K-9,9,Middle,152,152,100.00%,Challenging School
24019,Omak,5195,Washington Virtual Academy Omak Elementary,K-5,5,Elementary,"1,272",354,27.83%,Not eligible - Poverty below threshold
24019,Omak,5197,Washington Virtual Academy Omak High School,9-12,12,High,"1,214",374,30.81%,Not eligible - Poverty below threshold
24019,Omak,5196,Washington Virtual Academy Omak Middle School,6-8,8,Middle,"1,361",358,26.30%,Not eligible - Poverty below threshold
21300,Onalaska,5146,CVA - Onalaska,K-5,5,Elementary,37,5,13.51%,Not eligible - Poverty below threshold
21300,Onalaska,3239,Onalaska Elementary School,PK-5,5,Elementary,378,233,61.64%,Not eligible - Poverty below threshold
21300,Onalaska,2331,Onalaska High School,9-12,12,High,211,114,54.03%,Challenging School
21300,Onalaska,4335,Onalaska Middle School ,6-8,8,Middle,165,99,60.00%,Challenging School
33030,Onion Creek,2049,Onion Creek Elementary,K-8,8,Middle,40,38,95.00%,Challenging School
28137,Orcas Island,1892,OASIS K-12,K-12,12,High,411,48,11.68%,Not eligible - Poverty below threshold
28137,Orcas Island,2749,Orcas Island Elementary School,PK-6,6,Elementary,203,98,48.28%,Not eligible - Poverty below threshold
28137,Orcas Island,2750,Orcas Island High School,9-12,12,High,123,42,34.15%,Not eligible - Poverty below threshold
28137,Orcas Island,4558,Orcas Island Middle School,7-8,8,Middle,55,24,43.64%,Not eligible - Poverty below threshold
28137,Orcas Island,3808,Waldron Island School,K-8,8,Middle,7,2,28.57%,Not eligible - Poverty below threshold
32123,Orchard Prairie,3723,Orchard Prairie Elementary,K-7,7,Middle,85,4,4.71%,Not eligible - Poverty below threshold
10065,Orient,5155,Columbia Virtual Academy-Orient,K-5,5,Elementary,37,0,0.00%,Not eligible - Poverty below threshold
10065,Orient,2136,Orient Elem,K-8,8,Middle,29,15,51.72%,Not eligible - Poverty below threshold
9013,Orondo,2666,Orondo Elementary and Middle School,PK-8,8,Middle,195,167,85.64%,Challenging School
24410,Oroville,2422,Oroville Elementary,PK-6,6,Elementary,324,248,76.54%,Challenging School
24410,Oroville,2706,Oroville Middle-High School,7-12,12,High,264,168,63.64%,Challenging School
27344,Orting,2942,Orting High School,9-12,12,High,829,266,32.09%,Not eligible - Poverty below threshold
27344,Orting,4262,Orting Middle School,6-8,8,Middle,566,199,35.16%,Not eligible - Poverty below threshold
27344,Orting,2360,Orting Primary School,PK-2,2,Elementary,516,199,38.57%,Not eligible - Poverty below threshold
27344,Orting,5011,Orting Special Education,PK-PK,PK,Elementary,13,5,38.46%,Not eligible - Poverty below threshold
27344,Orting,4547,Ptarmigan Ridge Elementary School,K-5,5,Elementary,687,245,35.66%,Not eligible - Poverty below threshold
1147,Othello,5367,Desert Oasis High School,9-12,12,High,90,84,93.33%,Challenging School
1147,Othello,2961,Hiawatha Elementary School,K-5,5,Elementary,552,490,88.77%,Challenging School
1147,Othello,2902,Lutacaga Elementary,K-5,5,Elementary,590,483,81.86%,Challenging School
1147,Othello,3471,McFarland Middle School,6-8,8,Middle,950,768,80.84%,Challenging School
1147,Othello,3015,Othello High School,9-12,12,High,"1,106",865,78.21%,Challenging School
1147,Othello,3730,Scootney Springs Elementary,K-5,5,Elementary,554,446,80.51%,Challenging School
1147,Othello,5285,Wahitis Elementary School,K-5,5,Elementary,546,450,82.42%,Challenging School
9102,Palisades,2502,Palisades Elementary School,K-5,5,Elementary,28,23,82.14%,Challenging School1
38301,Palouse,1961,Palouse at Garfield Middle School,6-8,8,Middle,43,11,25.58%,Not eligible - Poverty below threshold
38301,Palouse,2622,Palouse Elementary,PK-5,5,Elementary,97,36,37.11%,Not eligible - Poverty below threshold
38301,Palouse,2634,Palouse High School,9-12,12,High,48,14,29.17%,Not eligible - Poverty below threshold
11001,Pasco,5391,Barbara McClintock STEM Elementary,PK-6,6,Elementary,735,360,48.98%,Not eligible - Poverty below threshold
11001,Pasco,5392,Captain Gray STEM Elementary,PK-6,6,Elementary,617,575,93.19%,Challenging School
11001,Pasco,5164,Chiawana High School,9-12,12,High,"2,550","1,624",63.69%,Challenging School
11001,Pasco,3425,Edwin Markham Elementary,PK-6,6,Elementary,394,193,48.98%,Not eligible - Poverty below threshold
11001,Pasco,4564,Ellen Ochoa Middle School,7-8,8,Middle,702,677,96.44%,Challenging School
11001,Pasco,2967,Emerson Elementary,PK-6,6,Elementary,650,606,93.23%,Challenging School
11001,Pasco,5393,Internet Pasco Academy of Learning,K-8,8,Middle,5,4,80.00%,Not eligible - Less than 30 students
11001,Pasco,4155,James McGee Elementary,PK-6,6,Elementary,642,352,54.83%,Not eligible - Poverty below threshold
11001,Pasco,2790,Longfellow Elementary,PK-6,6,Elementary,460,441,95.87%,Challenging School
11001,Pasco,5394,Marie Curie STEM Elementary,3-6,6,Elementary,808,780,96.53%,Challenging School
11001,Pasco,3085,Mark Twain Elementary,PK-6,6,Elementary,781,552,70.68%,Challenging School
11001,Pasco,4595,Maya Angelou Elementary,PK-6,6,Elementary,903,434,48.06%,Not eligible - Poverty below threshold
11001,Pasco,2267,Mcloughlin Middle School,7-8,8,Middle,"1,242",653,52.58%,Not eligible - Poverty below threshold
11001,Pasco,3912,New Horizons High School,7-12,12,High,235,202,85.96%,Challenging School
11001,Pasco,1970,Pasco Early Childhood,PK-PK,PK,Elementary,40,29,72.50%,Challenging School
11001,Pasco,2917,Pasco Senior High School,9-12,12,High,"2,153","1,659",77.06%,Challenging School
11001,Pasco,3515,Robert Frost Elementary,PK-6,6,Elementary,640,599,93.59%,Challenging School
11001,Pasco,5345,Rosalind Franklin STEM Elementary,PK-6,6,Elementary,773,399,51.62%,Not eligible - Poverty below threshold
11001,Pasco,4555,Rowena Chess Elementary,PK-6,6,Elementary,579,558,96.37%,Challenging School
11001,Pasco,4041,Ruth Livingston Elementary,PK-6,6,Elementary,825,334,40.48%,Not eligible - Poverty below threshold
11001,Pasco,3324,Stevens Middle School,7-8,8,Middle,694,665,95.82%,Challenging School
11001,Pasco,5020,Virgie Robinson Elementary,PK-6,6,Elementary,772,738,95.60%,Challenging School
11001,Pasco,4526,Whittier Elementary,K-3,3,Elementary,601,550,91.51%,Challenging School
24122,Pateros,2396,Pateros Elementary,K-6,6,Elementary,169,120,71.01%,Challenging School
24122,Pateros,2397,Pateros High School,7-12,12,High,142,95,66.90%,Challenging School
3050,Paterson,2133,Paterson Elementary School,PK-8,8,Middle,139,139,100.00%,Challenging School
21301,Pe Ell,2858,Pe Ell School,PK-12,12,High,276,162,58.70%,Challenging School
21301,Pe Ell,1925,Trojan Alternative School,11-12,12,High,1,0,0.00%,Not eligible - Poverty below threshold
27401,Peninsula,3299,Artondale Elementary School,PK-5,5,Elementary,475,74,15.58%,Not eligible - Poverty below threshold
27401,Peninsula,4080,Discovery Elementary School,K-5,5,Elementary,478,109,22.80%,Not eligible - Poverty below threshold
27401,Peninsula,3055,Evergreen Elementary,PK-5,5,Elementary,255,156,61.18%,Not eligible - Poverty below threshold
27401,Peninsula,4081,Gig Harbor High,9-12,12,High,"1,656",255,15.40%,Not eligible - Poverty below threshold
27401,Peninsula,2294,Goodman Middle School,6-8,8,Middle,553,122,22.06%,Not eligible - Poverty below threshold
27401,Peninsula,2944,Harbor Heights Elementary School,PK-5,5,Elementary,591,168,28.43%,Not eligible - Poverty below threshold
27401,Peninsula,4387,Harbor Ridge Middle School,6-8,8,Middle,578,111,19.20%,Not eligible - Poverty below threshold
27401,Peninsula,1516,Henderson Bay Alt High School,9-12,12,High,153,79,51.63%,Challenging School
27401,Peninsula,4156,Key Peninsula Middle School,6-8,8,Middle,424,209,49.29%,Not eligible - Poverty below threshold
27401,Peninsula,4219,Kopachuck Middle School,6-8,8,Middle,524,81,15.46%,Not eligible - Poverty below threshold
27401,Peninsula,4189,Minter Creek Elementary,PK-5,5,Elementary,385,127,32.99%,Not eligible - Poverty below threshold
27401,Peninsula,2681,Peninsula High School,9-12,12,High,"1,394",453,32.50%,Not eligible - Poverty below threshold
27401,Peninsula,3685,Purdy Elementary School,PK-5,5,Elementary,621,113,18.20%,Not eligible - Poverty below threshold
27401,Peninsula,3056,Vaughn Elementary School,PK-5,5,Elementary,385,161,41.82%,Not eligible - Poverty below threshold
27401,Peninsula,4307,Voyager Elementary,PK-5,5,Elementary,563,84,14.92%,Not eligible - Poverty below threshold
23402,Pioneer,2865,Pioneer Intermediate/Middle School,4-8,8,Middle,394,276,70.05%,Challenging School
23402,Pioneer,4463,Pioneer Primary School,PK-3,3,Elementary,339,235,69.32%,Not eligible - Poverty below threshold
12110,Pomeroy,3087,Pomeroy Elementary School,PK-6,6,Elementary,166,88,53.01%,Not eligible - Poverty below threshold
12110,Pomeroy,2241,Pomeroy Jr Sr High School,7-12,12,High,142,66,46.48%,Not eligible - Poverty below threshold
5121,Port Angeles,4494,Dry Creek Elementary,PK-6,6,Elementary,370,252,68.11%,Not eligible - Poverty below threshold
5121,Port Angeles,2909,Franklin Elementary,PK-6,6,Elementary,421,247,58.67%,Not eligible - Poverty below threshold
5121,Port Angeles,3079,Hamilton Elementary,PK-6,6,Elementary,387,217,56.07%,Not eligible - Poverty below threshold
5121,Port Angeles,2368,Jefferson Elementary,PK-6,6,Elementary,330,211,63.94%,Not eligible - Poverty below threshold
5121,Port Angeles,4003,Lincoln High School,9-12,12,High,69,55,79.71%,Challenging School
5121,Port Angeles,4175,North Olympic Peninsula Skills Center,9-12,12,High,10,0,0.00%,Not eligible - Poverty below threshold
5121,Port Angeles,1715,Parents As Partners,K-8,8,Middle,9,6,66.67%,Not eligible - Less than 30 students
5121,Port Angeles,2908,Port Angeles High School,9-12,12,High,"1,157",524,45.29%,Not eligible - Poverty below threshold
5121,Port Angeles,5115,Roosevelt Elementary School,PK-6,6,Elementary,496,247,49.80%,Not eligible - Poverty below threshold
5121,Port Angeles,1897,Special Education,PK-4,4,Elementary,29,15,51.72%,Not eligible - Poverty below threshold
5121,Port Angeles,3318,Stevens Middle School,7-8,8,Middle,554,285,51.44%,Not eligible - Poverty below threshold
16050,Port Townsend,4475,Blue Heron Middle School,4-8,8,Middle,395,206,52.15%,Not eligible - Poverty below threshold
16050,Port Townsend,3094,Grant Street Elementary,PK-5,5,Elementary,363,198,54.55%,Not eligible - Poverty below threshold
16050,Port Townsend,1798,OCEAN,K-12,12,High,74,28,37.84%,Not eligible - Poverty below threshold
16050,Port Townsend,2503,Port Townsend High School,9-12,12,High,349,155,44.41%,Not eligible - Poverty below threshold
36402,Prescott,3574,Prescott Elementary School,K-6,6,Elementary,155,140,90.32%,Challenging School
36402,Prescott,3575,Prescott Jr Sr High,7-12,12,High,127,121,95.28%,Challenging School
36402,Prescott,5157,Prescott Special Ed Pre-school,PK-PK,PK,Elementary,6,5,83.33%,Not eligible - Less than 30 students
32907,PRIDE Prep,5339,PRIDE Prep School Technology and Science,6-8,8,Middle,242,128,52.89%,Not eligible - Poverty below threshold
3116,Prosser,2906,Housel Middle School,6-8,8,Middle,610,414,67.87%,Challenging School
3116,Prosser,2195,Keene-Riverview Elementary,PK-2,2,Elementary,504,352,69.84%,Not eligible - Poverty below threshold
3116,Prosser,1728,Prosser Falls Education Center,9-12,12,High,41,27,65.85%,Challenging School
3116,Prosser,3316,Prosser Heights Elementary,3-5,5,Elementary,476,337,70.80%,Challenging School
3116,Prosser,2508,Prosser High School,9-12,12,High,870,580,66.67%,Challenging School
3116,Prosser,2905,Whitstran Elementary,K-5,5,Elementary,293,246,83.96%,Challenging School
38267,Pullman,2587,Franklin Elementary,PK-5,5,Elementary,465,193,41.51%,Not eligible - Poverty below threshold
38267,Pullman,3203,Jefferson Elementary,PK-5,5,Elementary,507,198,39.05%,Not eligible - Poverty below threshold
38267,Pullman,3419,Lincoln Middle School,6-8,8,Middle,602,186,30.90%,Not eligible - Poverty below threshold
38267,Pullman,2499,Pullman High School,9-12,12,High,845,216,25.56%,Not eligible - Poverty below threshold
38267,Pullman,3614,Sunnyside Elementary,PK-5,5,Elementary,458,139,30.35%,Not eligible - Poverty below threshold
27003,Puyallup,3447,Aylen Jr High,7-9,9,Middle,691,231,33.43%,Not eligible - Poverty below threshold
27003,Puyallup,3750,Ballou Jr High,6-9,9,Middle,847,296,34.95%,Not eligible - Poverty below threshold
27003,Puyallup,4361,Brouillet Elementary,PK-6,6,Elementary,736,194,26.36%,Not eligible - Poverty below threshold
27003,Puyallup,5088,Carson Elementary,PK-6,6,Elementary,918,289,31.48%,Not eligible - Poverty below threshold
27003,Puyallup,4110,Chief Leschi Schools,K-12,12,High,656,1,0.15%,Not eligible - Poverty below threshold
27003,Puyallup,2575,Edgemont Jr High,7-9,9,Middle,380,131,34.47%,Not eligible - Poverty below threshold
27003,Puyallup,5093,Edgerton Elementary,PK-6,6,Elementary,770,163,21.17%,Not eligible - Poverty below threshold
27003,Puyallup,4540,Emerald Ridge High School,10-12,12,High,"1,563",362,23.16%,Not eligible - Poverty below threshold
27003,Puyallup,4183,Ferrucci Jr High,7-9,9,Middle,669,271,40.51%,Not eligible - Poverty below threshold
27003,Puyallup,2496,Firgrove Elementary,K-6,6,Elementary,666,366,54.95%,Not eligible - Poverty below threshold
27003,Puyallup,3557,Fruitland Elementary,PK-6,6,Elementary,659,177,26.86%,Not eligible - Poverty below threshold
27003,Puyallup,5142,Glacier View Junior High,7-9,9,Middle,796,235,29.52%,Not eligible - Poverty below threshold
27003,Puyallup,3052,Kalles Junior High,7-9,9,Middle,910,235,25.82%,Not eligible - Poverty below threshold
27003,Puyallup,2870,Karshner Elementary,PK-6,6,Elementary,345,179,51.88%,Not eligible - Poverty below threshold
27003,Puyallup,2498,Maplewood Elementary,PK-6,6,Elementary,425,109,25.65%,Not eligible - Poverty below threshold
27003,Puyallup,2334,Meeker Elementary,K-6,6,Elementary,412,114,27.67%,Not eligible - Poverty below threshold
27003,Puyallup,3572,Mt View Elementary,K-6,6,Elementary,362,134,37.02%,Not eligible - Poverty below threshold
27003,Puyallup,3927,Northwood Elementary,K-6,6,Elementary,427,151,35.36%,Not eligible - Poverty below threshold
27003,Puyallup,5321,Open Doors Puyallup,10-12,12,High,98,40,40.82%,Not eligible - Poverty below threshold
27003,Puyallup,1640,Phoenix Program,7-12,12,High,104,31,29.81%,Not eligible - Poverty below threshold
27003,Puyallup,4146,Pope Elementary,PK-6,6,Elementary,584,184,31.51%,Not eligible - Poverty below threshold
27003,Puyallup,3951,PSD Special Services,PK-PK,PK,Elementary,126,2,1.59%,Not eligible - Poverty below threshold
27003,Puyallup,2125,Puyallup High School,10-12,12,High,"1,813",539,29.73%,Not eligible - Poverty below threshold
27003,Puyallup,5322,Puyallup Parent Partnership Program,K-6,6,Elementary,1,0,0.00%,Not eligible - Poverty below threshold
27003,Puyallup,4121,Ridgecrest Elementary,PK-6,6,Elementary,552,215,38.95%,Not eligible - Poverty below threshold
27003,Puyallup,3645,Rogers High School,10-12,12,High,"1,883",576,30.59%,Not eligible - Poverty below threshold
27003,Puyallup,4414,Shaw Road Elementary,K-6,6,Elementary,666,131,19.67%,Not eligible - Poverty below threshold
27003,Puyallup,2497,Spinning Elementary,K-6,6,Elementary,314,174,55.41%,Not eligible - Poverty below threshold
